Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Disease
fatigue,blood_in_sputum,chills,mild_fever,vomiting,,,,,,,,,,,,,Tuberculosis
cough,vomiting,loss_of_appetite,malaise,breathlessness,,,,,,,,,,,,,Tuberculosis
vomiting,swelled_lymph_nodes,phlegm,chills,blood_in_sputum,,,,,,,,,,,,,Tuberculosis
fatigue,sweating,high_fever,rusty_sputum,weight_loss,chills,loss_of_appetite,,,,,,,,,,,Tuberculosis
sweating,malaise,chills,swelled_lymph_nodes,loss_of_appetite,vomiting,,,,,,,,,,,,Tuberculosis
malaise,cough,sweating,chills,mild_fever,rusty_sputum,swelled_lymph_nodes,breathlessness,phlegm,,,,,,,,,Tuberculosis
rusty_sputum,weight_loss,high_fever,blood_in_sputum,malaise,vomiting,,,,,,,,,,,,Tuberculosis
breathlessness,chills,blood_in_sputum,,,,,,,,,,,,,,,Tuberculosis
blood_in_sputum,weight_loss,swelled_lymph_nodes,phlegm,vomiting,rusty_sputum,malaise,fatigue,,,,,,,,,,Tuberculosis
fatigue,chills,breathlessness,loss_of_appetite,vomiting,high_fever,mild_fever,weight_loss,cough,swelled_lymph_nodes,phlegm,sweating,malaise,blood_in_sputum,,,,Tuberculosis
weight_loss,vomiting,high_fever,phlegm,fatigue,chills,,,,,,,,,,,,Tuberculosis
swelled_lymph_nodes,high_fever,chills,breathlessness,weight_loss,sweating,rusty_sputum,vomiting,blood_in_sputum,,,,,,,,,Tuberculosis
swelled_lymph_nodes,mild_fever,high_fever,chills,vomiting,weight_loss,breathlessness,,,,,,,,,,,Tuberculosis
phlegm,mild_fever,sweating,vomiting,loss_of_appetite,blood_in_sputum,fatigue,,,,,,,,,,,Tuberculosis
vomiting,mild_fever,high_fever,swelled_lymph_nodes,breathlessness,fatigue,phlegm,,,,,,,,,,,Tuberculosis
swelled_lymph_nodes,phlegm,malaise,high_fever,rusty_sputum,,,,,,,,,,,,,Tuberculosis
vomiting,high_fever,chills,mild_fever,malaise,sweating,breathlessness,weight_loss,cough,loss_of_appetite,,,,,,,,Tuberculosis
chills,weight_loss,rusty_sputum,mild_fever,vomiting,cough,blood_in_sputum,breathlessness,sweating,swelled_lymph_nodes,malaise,phlegm,loss_of_appetite,fatigue,,,,Tuberculosis
sweating,cough,weight_loss,fatigue,breathlessness,phlegm,chills,mild_fever,,,,,,,,,,Tuberculosis
mild_fever,sweating,malaise,high_fever,fatigue,cough,phlegm,chills,rusty_sputum,weight_loss,swelled_lymph_nodes,blood_in_sputum,loss_of_appetite,vomiting,,,,Tuberculosis
weight_loss,rusty_sputum,loss_of_appetite,chills,swelled_lymph_nodes,blood_in_sputum,mild_fever,breathlessness,,,,,,,,,,Tuberculosis
high_fever,fatigue,sweating,swelled_lymph_nodes,chills,vomiting,phlegm,mild_fever,loss_of_appetite,malaise,breathlessness,,,,,,,Tuberculosis
fatigue,vomiting,rusty_sputum,mild_fever,loss_of_appetite,weight_loss,,,,,,,,,,,,Tuberculosis
loss_of_appetite,vomiting,breathlessness,malaise,sweating,cough,,,,,,,,,,,,Tuberculosis
malaise,weight_loss,blood_in_sputum,breathlessness,fatigue,,,,,,,,,,,,,Tuberculosis
weight_loss,cough,blood_in_sputum,mild_fever,sweating,rusty_sputum,phlegm,swelled_lymph_nodes,chills,fatigue,malaise,loss_of_appetite,,,,,,Tuberculosis
sweating,rusty_sputum,breathlessness,loss_of_appetite,mild_fever,,,,,,,,,,,,,Tuberculosis
breathlessness,phlegm,fatigue,sweating,chills,rusty_sputum,mild_fever,vomiting,loss_of_appetite,blood_in_sputum,cough,malaise,high_fever,swelled_lymph_nodes,,,,Tuberculosis
breathlessness,sweating,cough,blood_in_sputum,phlegm,rusty_sputum,loss_of_appetite,,,,,,,,,,,Tuberculosis
sweating,vomiting,high_fever,fatigue,rusty_sputum,weight_loss,malaise,mild_fever,chills,breathlessness,cough,loss_of_appetite,,,,,,Tuberculosis
breathlessness,rusty_sputum,blood_in_sputum,malaise,high_fever,phlegm,sweating,cough,swelled_lymph_nodes,loss_of_appetite,,,,,,,,Tuberculosis
breathlessness,chills,vomiting,rusty_sputum,,,,,,,,,,,,,,Tuberculosis
fatigue,weight_loss,phlegm,breathlessness,cough,high_fever,loss_of_appetite,sweating,mild_fever,malaise,rusty_sputum,chills,,,,,,Tuberculosis
breathlessness,rusty_sputum,malaise,weight_loss,phlegm,sweating,chills,high_fever,mild_fever,blood_in_sputum,loss_of_appetite,vomiting,swelled_lymph_nodes,,,,,Tuberculosis
sweating,swelled_lymph_nodes,fatigue,cough,weight_loss,mild_fever,phlegm,chills,rusty_sputum,breathlessness,blood_in_sputum,malaise,,,,,,Tuberculosis
mild_fever,vomiting,loss_of_appetite,weight_loss,breathlessness,fatigue,swelled_lymph_nodes,cough,high_fever,rusty_sputum,sweating,malaise,phlegm,blood_in_sputum,,,,Tuberculosis
breathlessness,phlegm,malaise,vomiting,blood_in_sputum,mild_fever,high_fever,fatigue,sweating,loss_of_appetite,swelled_lymph_nodes,weight_loss,rusty_sputum,cough,,,,Tuberculosis
fatigue,blood_in_sputum,sweating,,,,,,,,,,,,,,,Tuberculosis
vomiting,rusty_sputum,phlegm,,,,,,,,,,,,,,,Tuberculosis
breathlessness,loss_of_appetite,rusty_sputum,swelled_lymph_nodes,cough,phlegm,fatigue,blood_in_sputum,sweating,vomiting,high_fever,malaise,weight_loss,chills,,,,Tuberculosis
vomiting,sweating,mild_fever,weight_loss,fatigue,malaise,chills,swelled_lymph_nodes,breathlessness,rusty_sputum,blood_in_sputum,,,,,,,Tuberculosis
sweating,swelled_lymph_nodes,mild_fever,vomiting,blood_in_sputum,fatigue,malaise,cough,chills,,,,,,,,,Tuberculosis
vomiting,cough,rusty_sputum,high_fever,chills,mild_fever,weight_loss,sweating,loss_of_appetite,,,,,,,,,Tuberculosis
phlegm,vomiting,chills,rusty_sputum,cough,malaise,mild_fever,blood_in_sputum,sweating,swelled_lymph_nodes,loss_of_appetite,weight_loss,fatigue,,,,,Tuberculosis
phlegm,cough,sweating,rusty_sputum,high_fever,mild_fever,breathlessness,swelled_lymph_nodes,fatigue,malaise,loss_of_appetite,,,,,,,Tuberculosis
blood_in_sputum,weight_loss,high_fever,swelled_lymph_nodes,breathlessness,malaise,chills,phlegm,,,,,,,,,,Tuberculosis
phlegm,vomiting,chills,sweating,breathlessness,fatigue,rusty_sputum,blood_in_sputum,,,,,,,,,,Tuberculosis
cough,malaise,phlegm,weight_loss,high_fever,sweating,mild_fever,breathlessness,swelled_lymph_nodes,vomiting,chills,,,,,,,Tuberculosis
blood_in_sputum,high_fever,chills,swelled_lymph_nodes,rusty_sputum,phlegm,malaise,sweating,vomiting,cough,weight_loss,loss_of_appetite,fatigue,,,,,Tuberculosis
fatigue,sinus_pressure,swelled_lymph_nodes,malaise,redness_of_eyes,loss_of_smell,chills,chest_pain,high_fever,cough,headache,runny_nose,,,,,,Common Cold
muscle_pain,chills,fatigue,malaise,runny_nose,loss_of_smell,high_fever,phlegm,congestion,chest_pain,cough,continuous_sneezing,swelled_lymph_nodes,sinus_pressure,headache,throat_irritation,,Common Cold
fatigue,cough,swelled_lymph_nodes,sinus_pressure,continuous_sneezing,,,,,,,,,,,,,Common Cold
redness_of_eyes,runny_nose,loss_of_smell,high_fever,cough,,,,,,,,,,,,,Common Cold
phlegm,loss_of_smell,chest_pain,redness_of_eyes,chills,congestion,fatigue,muscle_pain,malaise,runny_nose,swelled_lymph_nodes,headache,sinus_pressure,throat_irritation,,,,Common Cold
fatigue,redness_of_eyes,swelled_lymph_nodes,sinus_pressure,congestion,runny_nose,chest_pain,phlegm,loss_of_smell,cough,chills,muscle_pain,continuous_sneezing,headache,high_fever,malaise,throat_irritation,Common Cold
swelled_lymph_nodes,cough,throat_irritation,headache,fatigue,congestion,muscle_pain,chest_pain,,,,,,,,,,Common Cold
continuous_sneezing,throat_irritation,muscle_pain,loss_of_smell,phlegm,cough,swelled_lymph_nodes,redness_of_eyes,headache,runny_nose,congestion,malaise,chills,high_fever,,,,Common Cold
runny_nose,continuous_sneezing,phlegm,congestion,,,,,,,,,,,,,,Common Cold
redness_of_eyes,high_fever,congestion,loss_of_smell,cough,malaise,muscle_pain,sinus_pressure,fatigue,chest_pain,,,,,,,,Common Cold
chills,redness_of_eyes,high_fever,phlegm,sinus_pressure,,,,,,,,,,,,,Common Cold
phlegm,loss_of_smell,redness_of_eyes,congestion,,,,,,,,,,,,,,Common Cold
loss_of_smell,throat_irritation,sinus_pressure,swelled_lymph_nodes,continuous_sneezing,headache,,,,,,,,,,,,Common Cold
swelled_lymph_nodes,malaise,sinus_pressure,chest_pain,continuous_sneezing,,,,,,,,,,,,,Common Cold
headache,loss_of_smell,sinus_pressure,swelled_lymph_nodes,high_fever,redness_of_eyes,fatigue,continuous_sneezing,phlegm,congestion,chest_pain,cough,muscle_pain,malaise,chills,runny_nose,throat_irritation,Common Cold
throat_irritation,muscle_pain,sinus_pressure,cough,chest_pain,phlegm,swelled_lymph_nodes,chills,fatigue,headache,redness_of_eyes,,,,,,,Common Cold
chills,throat_irritation,malaise,redness_of_eyes,fatigue,loss_of_smell,runny_nose,chest_pain,sinus_pressure,high_fever,muscle_pain,swelled_lymph_nodes,headache,phlegm,congestion,,,Common Cold
continuous_sneezing,sinus_pressure,loss_of_smell,congestion,throat_irritation,chills,redness_of_eyes,fatigue,swelled_lymph_nodes,phlegm,headache,chest_pain,muscle_pain,,,,,Common Cold
sinus_pressure,loss_of_smell,fatigue,continuous_sneezing,,,,,,,,,,,,,,Common Cold
muscle_pain,redness_of_eyes,throat_irritation,swelled_lymph_nodes,,,,,,,,,,,,,,Common Cold
runny_nose,malaise,continuous_sneezing,chills,cough,,,,,,,,,,,,,Common Cold
loss_of_smell,throat_irritation,sinus_pressure,muscle_pain,fatigue,redness_of_eyes,swelled_lymph_nodes,chills,malaise,,,,,,,,,Common Cold
runny_nose,phlegm,redness_of_eyes,chest_pain,malaise,headache,continuous_sneezing,chills,throat_irritation,loss_of_smell,congestion,cough,high_fever,muscle_pain,swelled_lymph_nodes,sinus_pressure,,Common Cold
cough,headache,swelled_lymph_nodes,malaise,redness_of_eyes,sinus_pressure,chest_pain,,,,,,,,,,,Common Cold
high_fever,cough,headache,chills,sinus_pressure,phlegm,fatigue,,,,,,,,,,,Common Cold
continuous_sneezing,runny_nose,phlegm,congestion,chest_pain,loss_of_smell,malaise,chills,sinus_pressure,,,,,,,,,Common Cold
cough,swelled_lymph_nodes,redness_of_eyes,chills,fatigue,throat_irritation,runny_nose,continuous_sneezing,phlegm,malaise,loss_of_smell,chest_pain,sinus_pressure,high_fever,muscle_pain,headache,,Common Cold
headache,fatigue,phlegm,high_fever,runny_nose,continuous_sneezing,chills,redness_of_eyes,chest_pain,congestion,loss_of_smell,malaise,throat_irritation,,,,,Common Cold
continuous_sneezing,malaise,high_fever,muscle_pain,phlegm,chest_pain,redness_of_eyes,runny_nose,loss_of_smell,,,,,,,,,Common Cold
loss_of_smell,redness_of_eyes,phlegm,headache,throat_irritation,,,,,,,,,,,,,Common Cold
muscle_pain,swelled_lymph_nodes,sinus_pressure,chills,redness_of_eyes,continuous_sneezing,cough,chest_pain,runny_nose,fatigue,malaise,,,,,,,Common Cold
swelled_lymph_nodes,high_fever,throat_irritation,phlegm,cough,chest_pain,headache,loss_of_smell,fatigue,muscle_pain,continuous_sneezing,sinus_pressure,congestion,redness_of_eyes,chills,malaise,,Common Cold
chest_pain,fatigue,high_fever,redness_of_eyes,swelled_lymph_nodes,sinus_pressure,loss_of_smell,phlegm,cough,,,,,,,,,Common Cold
phlegm,swelled_lymph_nodes,sinus_pressure,headache,,,,,,,,,,,,,,Common Cold
muscle_pain,headache,swelled_lymph_nodes,congestion,fatigue,loss_of_smell,chest_pain,redness_of_eyes,continuous_sneezing,cough,phlegm,runny_nose,,,,,,Common Cold
cough,congestion,chills,headache,,,,,,,,,,,,,,Common Cold
fatigue,sinus_pressure,chest_pain,headache,runny_nose,high_fever,muscle_pain,cough,loss_of_smell,continuous_sneezing,malaise,throat_irritation,chills,,,,,Common Cold
cough,muscle_pain,fatigue,phlegm,sinus_pressure,high_fever,throat_irritation,malaise,chills,,,,,,,,,Common Cold
sinus_pressure,throat_irritation,phlegm,high_fever,loss_of_smell,chills,continuous_sneezing,fatigue,headache,swelled_lymph_nodes,muscle_pain,,,,,,,Common Cold
runny_nose,loss_of_smell,throat_irritation,fatigue,high_fever,continuous_sneezing,redness_of_eyes,phlegm,,,,,,,,,,Common Cold
high_fever,muscle_pain,fatigue,swelled_lymph_nodes,throat_irritation,sinus_pressure,loss_of_smell,continuous_sneezing,headache,cough,phlegm,redness_of_eyes,malaise,congestion,,,,Common Cold
chest_pain,sinus_pressure,runny_nose,malaise,phlegm,,,,,,,,,,,,,Common Cold
phlegm,congestion,muscle_pain,sinus_pressure,cough,high_fever,redness_of_eyes,,,,,,,,,,,Common Cold
fatigue,throat_irritation,swelled_lymph_nodes,runny_nose,headache,chills,redness_of_eyes,sinus_pressure,loss_of_smell,cough,continuous_sneezing,phlegm,high_fever,chest_pain,malaise,congestion,,Common Cold
loss_of_smell,continuous_sneezing,swelled_lymph_nodes,redness_of_eyes,phlegm,sinus_pressure,fatigue,malaise,throat_irritation,chills,cough,,,,,,,Common Cold
swelled_lymph_nodes,continuous_sneezing,sinus_pressure,,,,,,,,,,,,,,,Common Cold
sinus_pressure,malaise,muscle_pain,redness_of_eyes,phlegm,congestion,throat_irritation,continuous_sneezing,loss_of_smell,,,,,,,,,Common Cold
muscle_pain,malaise,fatigue,chills,headache,,,,,,,,,,,,,Common Cold
high_fever,sinus_pressure,continuous_sneezing,swelled_lymph_nodes,malaise,congestion,fatigue,headache,chills,throat_irritation,runny_nose,phlegm,muscle_pain,chest_pain,loss_of_smell,redness_of_eyes,,Common Cold
throat_irritation,phlegm,cough,continuous_sneezing,sinus_pressure,redness_of_eyes,muscle_pain,swelled_lymph_nodes,chest_pain,high_fever,,,,,,,,Common Cold
muscle_pain,chills,chest_pain,malaise,throat_irritation,congestion,continuous_sneezing,headache,redness_of_eyes,sinus_pressure,fatigue,swelled_lymph_nodes,runny_nose,phlegm,cough,loss_of_smell,high_fever,Common Cold
sinus_pressure,continuous_sneezing,chills,swelled_lymph_nodes,malaise,cough,chest_pain,phlegm,throat_irritation,,,,,,,,,Common Cold
high_fever,congestion,chills,malaise,continuous_sneezing,fatigue,redness_of_eyes,muscle_pain,cough,loss_of_smell,phlegm,sinus_pressure,headache,throat_irritation,chest_pain,runny_nose,swelled_lymph_nodes,Common Cold
chest_pain,muscle_pain,fatigue,loss_of_smell,,,,,,,,,,,,,,Common Cold
congestion,continuous_sneezing,headache,muscle_pain,sinus_pressure,cough,chills,runny_nose,,,,,,,,,,Common Cold
chills,high_fever,swelled_lymph_nodes,chest_pain,sinus_pressure,headache,continuous_sneezing,,,,,,,,,,,Common Cold
swelled_lymph_nodes,loss_of_smell,redness_of_eyes,high_fever,chills,,,,,,,,,,,,,Common Cold
loss_of_smell,muscle_pain,runny_nose,redness_of_eyes,sinus_pressure,fatigue,headache,swelled_lymph_nodes,phlegm,,,,,,,,,Common Cold
runny_nose,high_fever,chills,chest_pain,muscle_pain,continuous_sneezing,fatigue,redness_of_eyes,headache,sinus_pressure,swelled_lymph_nodes,phlegm,congestion,malaise,,,,Common Cold
redness_of_eyes,congestion,throat_irritation,sinus_pressure,continuous_sneezing,swelled_lymph_nodes,malaise,high_fever,chest_pain,muscle_pain,runny_nose,cough,chills,,,,,Common Cold
chest_pain,cough,high_fever,breathlessness,malaise,,,,,,,,,,,,,Pneumonia
breathlessness,high_fever,malaise,fast_heart_rate,,,,,,,,,,,,,,Pneumonia
fatigue,chest_pain,cough,high_fever,malaise,breathlessness,rusty_sputum,sweating,chills,fast_heart_rate,,,,,,,,Pneumonia
chills,breathlessness,high_fever,cough,chest_pain,rusty_sputum,fast_heart_rate,fatigue,sweating,,,,,,,,,Pneumonia
malaise,rusty_sputum,chest_pain,,,,,,,,,,,,,,,Pneumonia
rusty_sputum,high_fever,fast_heart_rate,sweating,chest_pain,malaise,chills,,,,,,,,,,,Pneumonia
malaise,chills,breathlessness,fatigue,cough,rusty_sputum,sweating,chest_pain,high_fever,phlegm,fast_heart_rate,,,,,,,Pneumonia
chills,cough,rusty_sputum,chest_pain,phlegm,sweating,fast_heart_rate,fatigue,,,,,,,,,,Pneumonia
phlegm,breathlessness,fatigue,malaise,chest_pain,cough,high_fever,,,,,,,,,,,Pneumonia
sweating,breathlessness,fatigue,chest_pain,rusty_sputum,chills,fast_heart_rate,phlegm,,,,,,,,,,Pneumonia
sweating,rusty_sputum,chest_pain,fast_heart_rate,fatigue,phlegm,cough,malaise,,,,,,,,,,Pneumonia
fatigue,rusty_sputum,cough,fast_heart_rate,chills,breathlessness,phlegm,sweating,chest_pain,,,,,,,,,Pneumonia
fatigue,rusty_sputum,chest_pain,sweating,cough,phlegm,high_fever,fast_heart_rate,malaise,chills,,,,,,,,Pneumonia
cough,high_fever,malaise,,,,,,,,,,,,,,,Pneumonia
breathlessness,chest_pain,sweating,fast_heart_rate,high_fever,phlegm,chills,malaise,rusty_sputum,fatigue,cough,,,,,,,Pneumonia
chest_pain,chills,cough,breathlessness,sweating,fatigue,rusty_sputum,fast_heart_rate,phlegm,high_fever,malaise,,,,,,,Pneumonia
phlegm,chest_pain,fast_heart_rate,fatigue,rusty_sputum,high_fever,breathlessness,sweating,cough,,,,,,,,,Pneumonia
malaise,fast_heart_rate,breathlessness,high_fever,fatigue,chills,rusty_sputum,chest_pain,cough,,,,,,,,,Pneumonia
chest_pain,phlegm,rusty_sputum,,,,,,,,,,,,,,,Pneumonia
breathlessness,rusty_sputum,high_fever,fast_heart_rate,sweating,cough,phlegm,chills,chest_pain,malaise,fatigue,,,,,,,Pneumonia
high_fever,breathlessness,chills,cough,phlegm,fatigue,malaise,chest_pain,fast_heart_rate,rusty_sputum,sweating,,,,,,,Pneumonia
fatigue,chills,sweating,chest_pain,cough,fast_heart_rate,breathlessness,malaise,high_fever,phlegm,rusty_sputum,,,,,,,Pneumonia
sweating,chills,fast_heart_rate,rusty_sputum,fatigue,phlegm,cough,,,,,,,,,,,Pneumonia
breathlessness,chills,chest_pain,fatigue,sweating,,,,,,,,,,,,,Pneumonia
rusty_sputum,breathlessness,chest_pain,high_fever,malaise,phlegm,fatigue,cough,fast_heart_rate,,,,,,,,,Pneumonia
fast_heart_rate,malaise,cough,phlegm,fatigue,sweating,,,,,,,,,,,,Pneumonia
sweating,cough,phlegm,fatigue,high_fever,chest_pain,malaise,rusty_sputum,chills,,,,,,,,,Pneumonia
fast_heart_rate,phlegm,cough,breathlessness,chills,chest_pain,,,,,,,,,,,,Pneumonia
cough,malaise,high_fever,fatigue,phlegm,,,,,,,,,,,,,Pneumonia
malaise,high_fever,phlegm,rusty_sputum,,,,,,,,,,,,,,Pneumonia
chest_pain,cough,chills,fatigue,,,,,,,,,,,,,,Pneumonia
malaise,chills,fatigue,fast_heart_rate,rusty_sputum,sweating,phlegm,chest_pain,breathlessness,,,,,,,,,Pneumonia
breathlessness,cough,chills,chest_pain,,,,,,,,,,,,,,Pneumonia
chest_pain,sweating,fatigue,high_fever,,,,,,,,,,,,,,Pneumonia
phlegm,fast_heart_rate,rusty_sputum,cough,chest_pain,,,,,,,,,,,,,Pneumonia
phlegm,cough,high_fever,chills,breathlessness,sweating,fast_heart_rate,rusty_sputum,,,,,,,,,,Pneumonia
chills,fatigue,chest_pain,,,,,,,,,,,,,,,Pneumonia
fatigue,chest_pain,malaise,cough,chills,rusty_sputum,fast_heart_rate,,,,,,,,,,,Pneumonia
malaise,rusty_sputum,cough,sweating,phlegm,chest_pain,,,,,,,,,,,,Pneumonia
rusty_sputum,malaise,fatigue,phlegm,chest_pain,chills,,,,,,,,,,,,Pneumonia
fatigue,breathlessness,sweating,rusty_sputum,fast_heart_rate,cough,,,,,,,,,,,,Pneumonia
sweating,fatigue,chills,cough,,,,,,,,,,,,,,Pneumonia
malaise,chest_pain,sweating,cough,fast_heart_rate,,,,,,,,,,,,,Pneumonia
cough,breathlessness,fast_heart_rate,sweating,chills,rusty_sputum,high_fever,phlegm,fatigue,,,,,,,,,Pneumonia
chills,cough,fast_heart_rate,sweating,,,,,,,,,,,,,,Pneumonia
malaise,phlegm,fast_heart_rate,fatigue,chills,,,,,,,,,,,,,Pneumonia
breathlessness,cough,fatigue,sweating,chest_pain,malaise,high_fever,fast_heart_rate,phlegm,,,,,,,,,Pneumonia
malaise,phlegm,rusty_sputum,sweating,fatigue,fast_heart_rate,chest_pain,high_fever,breathlessness,cough,,,,,,,,Pneumonia
chest_pain,phlegm,rusty_sputum,high_fever,fast_heart_rate,chills,breathlessness,malaise,cough,sweating,fatigue,,,,,,,Pneumonia
sweating,chills,high_fever,fast_heart_rate,cough,breathlessness,,,,,,,,,,,,Pneumonia
cough,fatigue,chills,sweating,rusty_sputum,fast_heart_rate,malaise,high_fever,chest_pain,phlegm,,,,,,,,Pneumonia
high_fever,rusty_sputum,chills,cough,chest_pain,sweating,,,,,,,,,,,,Pneumonia
malaise,chills,rusty_sputum,sweating,fast_heart_rate,,,,,,,,,,,,,Pneumonia
rusty_sputum,fast_heart_rate,fatigue,phlegm,,,,,,,,,,,,,,Pneumonia
chills,cough,sweating,fast_heart_rate,rusty_sputum,,,,,,,,,,,,,Pneumonia
fatigue,chills,malaise,cough,chest_pain,rusty_sputum,,,,,,,,,,,,Pneumonia
cough,chest_pain,breathlessness,phlegm,high_fever,sweating,rusty_sputum,malaise,fast_heart_rate,chills,,,,,,,,Pneumonia
fatigue,cough,chills,chest_pain,breathlessness,rusty_sputum,malaise,,,,,,,,,,,Pneumonia
chills,malaise,fast_heart_rate,phlegm,breathlessness,,,,,,,,,,,,,Pneumonia
fast_heart_rate,chest_pain,breathlessness,high_fever,phlegm,fatigue,cough,,,,,,,,,,,Pneumonia
irritation_in_anus,bloody_stool,constipation,,,,,,,,,,,,,,,Dimorphic hemorrhoids (piles)
pain_during_bowel_movements,bloody_stool,pain_in_anal_region,constipation,irritation_in_anus,,,,,,,,,,,,,Dimorphic hemorrhoids (piles)
pain_during_bowel_movements,constipation,pain_in_anal_region,irritation_in_anus,,,,,,,,,,,,,,Dimorphic hemorrhoids (piles)
pain_in_anal_region,bloody_stool,pain_during_bowel_movements,constipation,,,,,,,,,,,,,,Dimorphic hemorrhoids (piles)
pain_in_anal_region,bloody_stool,constipation,,,,,,,,,,,,,,,Dimorphic hemorrhoids (piles)
constipation,irritation_in_anus,bloody_stool,pain_during_bowel_movements,,,,,,,,,,,,,,Dimorphic hemorrhoids (piles)
pain_in_anal_region,constipation,bloody_stool,pain_during_bowel_movements,irritation_in_anus,,,,,,,,,,,,,Dimorphic hemorrhoids (piles)
constipation,irritation_in_anus,bloody_stool,pain_in_anal_region,pain_during_bowel_movements,,,,,,,,,,,,,Dimorphic hemorrhoids (piles)
irritation_in_anus,pain_during_bowel_movements,pain_in_anal_region,,,,,,,,,,,,,,,Dimorphic hemorrhoids (piles)
pain_during_bowel_movements,pain_in_anal_region,constipation,,,,,,,,,,,,,,,Dimorphic hemorrhoids (piles)
irritation_in_anus,constipation,pain_in_anal_region,pain_during_bowel_movements,bloody_stool,,,,,,,,,,,,,Dimorphic hemorrhoids (piles)
pain_in_anal_region,constipation,pain_during_bowel_movements,,,,,,,,,,,,,,,Dimorphic hemorrhoids (piles)
pain_in_anal_region,irritation_in_anus,pain_during_bowel_movements,,,,,,,,,,,,,,,Dimorphic hemorrhoids (piles)
pain_during_bowel_movements,pain_in_anal_region,irritation_in_anus,bloody_stool,constipation,,,,,,,,,,,,,Dimorphic hemorrhoids (piles)
